,Content_ID,Reaction_Type,Datetime,Content_Type,Category,Sentiment,Score,,,,,,,,,,
12926,ed28489e-90b0-4daa-a1fa-22170cdc89d5,intrigued,25-12-2020 07:20,audio,veganism,positive,45,,,,,,,,,,
12945,ed28489e-90b0-4daa-a1fa-22170cdc89d5,intrigued,17-10-2020 22:08,audio,veganism,positive,45,,,,,,,,,,
12954,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,intrigued,10-08-2020 16:44,audio,culture,positive,45,,,,,,,,,,
12959,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,intrigued,01-10-2020 06:34,audio,culture,positive,45,,,,,,,,,,
12987,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,intrigued,09-12-2020 15:02,audio,culture,positive,45,,,,,,,,,,
12991,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,intrigued,17-05-2021 15:28,audio,culture,positive,45,,,,,,,,,,
12996,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,intrigued,01-01-2021 07:25,photo,travel,positive,45,,,,,,,,,,
12998,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,intrigued,29-08-2020 14:50,photo,travel,positive,45,,,,,,,,,,
13046,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,intrigued,08-12-2020 15:45,video,travel,positive,45,,,,,,,,,,
13061,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,intrigued,12-10-2020 18:19,video,travel,positive,45,,,,,,,,,,
13063,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,intrigued,20-06-2020 17:43,video,travel,positive,45,,,,,,,,,,
13085,69ce055c-e0bd-46c5-b856-bf2254d1c490,intrigued,19-02-2021 07:43,GIF,healthy eating,positive,45,,,,,,,,,,
13142,2d7084fb-b457-4813-829f-73911025eeaa,intrigued,28-09-2020 00:00,GIF,cooking,positive,45,,,,,,,,,,
13157,2d7084fb-b457-4813-829f-73911025eeaa,intrigued,14-02-2021 12:22,GIF,cooking,positive,45,,,,,,,,,,
13167,ab07c995-56e6-462c-9325-bd4a2ffd8c39,intrigued,07-05-2021 08:50,GIF,tennis,positive,45,,,,,,,,,,
13191,ab07c995-56e6-462c-9325-bd4a2ffd8c39,intrigued,30-07-2020 10:08,GIF,tennis,positive,45,,,,,,,,,,
13199,8a5dddcf-dda6-4715-a804-10d98cbf8fdc,intrigued,17-08-2020 15:27,video,education,positive,45,,,,,,,,,,
13203,360df5a1-8118-4972-a5d0-27033dba1f1c,intrigued,07-04-2021 21:55,video,fitness,positive,45,,,,,,,,,,
13218,985f4b4f-de40-4a4e-a090-01e100be42e9,intrigued,29-06-2020 18:30,GIF,travel,positive,45,,,,,,,,,,
13276,585c17a5-df96-4a6d-b144-a499e0469546,intrigued,09-04-2021 06:45,GIF,healthy eating,positive,45,,,,,,,,,,
13290,585c17a5-df96-4a6d-b144-a499e0469546,intrigued,28-04-2021 18:17,GIF,healthy eating,positive,45,,,,,,,,,,
13303,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,intrigued,29-06-2020 04:16,photo,soccer,positive,45,,,,,,,,,,
13304,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,intrigued,19-03-2021 16:08,photo,soccer,positive,45,,,,,,,,,,
13305,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,intrigued,29-01-2021 04:04,photo,soccer,positive,45,,,,,,,,,,
13315,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,intrigued,14-09-2020 15:25,photo,fitness,positive,45,,,,,,,,,,
13325,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,intrigued,29-03-2021 20:17,photo,fitness,positive,45,,,,,,,,,,
13334,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,intrigued,21-02-2021 00:50,photo,fitness,positive,45,,,,,,,,,,
13346,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,intrigued,18-04-2021 05:49,video,fitness,positive,45,,,,,,,,,,
13354,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,intrigued,09-07-2020 04:49,video,fitness,positive,45,,,,,,,,,,
13401,853e37de-5ba2-447a-a0dd-a1b4407e5ec4,intrigued,14-11-2020 04:59,photo,travel,positive,45,,,,,,,,,,
13406,853e37de-5ba2-447a-a0dd-a1b4407e5ec4,intrigued,03-02-2021 16:47,photo,travel,positive,45,,,,,,,,,,
13422,853e37de-5ba2-447a-a0dd-a1b4407e5ec4,intrigued,27-05-2021 04:06,photo,travel,positive,45,,,,,,,,,,
13454,41e6d775-b5ca-4d6c-8f50-66ac3c92a300,intrigued,24-04-2021 05:46,photo,veganism,positive,45,,,,,,,,,,
13465,a8e72f75-bebc-42b4-a3c7-deb8a2412878,intrigued,17-12-2020 17:41,audio,technology,positive,45,,,,,,,,,,
13484,a8e72f75-bebc-42b4-a3c7-deb8a2412878,intrigued,13-03-2021 15:49,audio,technology,positive,45,,,,,,,,,,
13554,bceb7f2d-6afe-45fc-88b1-4d4c8f597cf8,intrigued,21-06-2020 13:28,GIF,technology,positive,45,,,,,,,,,,
13564,6ee96d2e-a110-4e43-ab89-b5577b7b3dab,intrigued,28-05-2021 10:20,GIF,culture,positive,45,,,,,,,,,,
13569,6ee96d2e-a110-4e43-ab89-b5577b7b3dab,intrigued,03-01-2021 06:44,GIF,culture,positive,45,,,,,,,,,,
13576,6ee96d2e-a110-4e43-ab89-b5577b7b3dab,intrigued,10-09-2020 20:10,GIF,culture,positive,45,,,,,,,,,,
13582,6ee96d2e-a110-4e43-ab89-b5577b7b3dab,intrigued,04-07-2020 09:04,GIF,culture,positive,45,,,,,,,,,,
13606,3210c7c6-e7a2-4ae3-b69b-a111b359c56d,intrigued,04-08-2020 19:53,video,veganism,positive,45,,,,,,,,,,
13611,9bc09268-79e8-4402-ba22-ffd1e45fa66d,intrigued,08-05-2021 15:32,GIF,travel,positive,45,,,,,,,,,,
13646,9bc09268-79e8-4402-ba22-ffd1e45fa66d,intrigued,01-02-2021 05:42,GIF,travel,positive,45,,,,,,,,,,
13655,f7b57d86-228b-4777-be51-dde8702f7b4c,intrigued,01-03-2021 14:33,GIF,cooking,positive,45,,,,,,,,,,
13656,f7b57d86-228b-4777-be51-dde8702f7b4c,intrigued,15-12-2020 18:12,GIF,cooking,positive,45,,,,,,,,,,
13666,f7b57d86-228b-4777-be51-dde8702f7b4c,intrigued,21-06-2020 23:49,GIF,cooking,positive,45,,,,,,,,,,
13727,bc604b62-adbc-4c93-a2ae-602160714d1c,intrigued,12-11-2020 08:21,photo,cooking,positive,45,,,,,,,,,,
13786,27026304-2cb5-4d64-9959-9ff0328aaa03,intrigued,17-08-2020 15:57,GIF,dogs,positive,45,,,,,,,,,,
13787,27026304-2cb5-4d64-9959-9ff0328aaa03,intrigued,15-02-2021 09:21,GIF,dogs,positive,45,,,,,,,,,,
13798,4b1c315b-84a8-400a-bb49-9fec7dc767d5,intrigued,23-08-2020 10:00,audio,fitness,positive,45,,,,,,,,,,
13812,4b1c315b-84a8-400a-bb49-9fec7dc767d5,intrigued,09-07-2020 11:28,audio,fitness,positive,45,,,,,,,,,,
13815,4b1c315b-84a8-400a-bb49-9fec7dc767d5,intrigued,09-02-2021 10:34,audio,fitness,positive,45,,,,,,,,,,
13817,4b1c315b-84a8-400a-bb49-9fec7dc767d5,intrigued,29-10-2020 08:39,audio,fitness,positive,45,,,,,,,,,,
13827,90418e93-aa5a-4608-866e-25464b617c9b,intrigued,17-10-2020 09:30,audio,science,positive,45,,,,,,,,,,
13830,90418e93-aa5a-4608-866e-25464b617c9b,intrigued,09-08-2020 00:13,audio,science,positive,45,,,,,,,,,,
13831,90418e93-aa5a-4608-866e-25464b617c9b,intrigued,26-12-2020 23:36,audio,science,positive,45,,,,,,,,,,
13855,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,intrigued,26-05-2021 16:13,GIF,soccer,positive,45,,,,,,,,,,
13857,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,intrigued,21-03-2021 01:54,GIF,soccer,positive,45,,,,,,,,,,
13875,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,intrigued,12-02-2021 20:53,GIF,soccer,positive,45,,,,,,,,,,
13888,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,intrigued,05-05-2021 12:56,GIF,soccer,positive,45,,,,,,,,,,
13889,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,intrigued,13-07-2020 00:45,GIF,soccer,positive,45,,,,,,,,,,
13891,8cabe738-41cd-47e1-82e2-20972f320fb1,intrigued,03-02-2021 01:12,photo,public speaking,positive,45,,,,,,,,,,
13892,8cabe738-41cd-47e1-82e2-20972f320fb1,intrigued,01-09-2020 00:58,photo,public speaking,positive,45,,,,,,,,,,
13903,8cabe738-41cd-47e1-82e2-20972f320fb1,intrigued,19-02-2021 19:03,photo,public speaking,positive,45,,,,,,,,,,
13927,b2055111-9b7b-4a05-9f07-ac190a5391f0,intrigued,07-06-2021 16:56,GIF,food,positive,45,,,,,,,,,,
13935,b2055111-9b7b-4a05-9f07-ac190a5391f0,intrigued,18-10-2020 08:28,GIF,food,positive,45,,,,,,,,,,
13959,e3bb5693-091c-47de-b4b7-78e28b5fbb98,intrigued,03-02-2021 09:21,photo,education,positive,45,,,,,,,,,,
14008,d95a7e4c-d504-4cba-9bcc-4c4b1bfb06d0,intrigued,22-11-2020 04:28,audio,technology,positive,45,,,,,,,,,,
14025,d95a7e4c-d504-4cba-9bcc-4c4b1bfb06d0,intrigued,13-09-2020 15:38,audio,technology,positive,45,,,,,,,,,,
14039,36bd1711-92f6-4240-8ac5-21df845abe86,intrigued,09-08-2020 23:59,GIF,technology,positive,45,,,,,,,,,,
14042,36bd1711-92f6-4240-8ac5-21df845abe86,intrigued,08-10-2020 14:48,GIF,technology,positive,45,,,,,,,,,,
14043,36bd1711-92f6-4240-8ac5-21df845abe86,intrigued,08-05-2021 16:38,GIF,technology,positive,45,,,,,,,,,,
14048,36bd1711-92f6-4240-8ac5-21df845abe86,intrigued,10-11-2020 00:49,GIF,technology,positive,45,,,,,,,,,,
14078,2c9b8ec2-7eb1-47fd-891d-a5b23c019839,intrigued,15-11-2020 16:04,audio,culture,positive,45,,,,,,,,,,
14088,2c9b8ec2-7eb1-47fd-891d-a5b23c019839,intrigued,02-11-2020 17:12,audio,culture,positive,45,,,,,,,,,,
14106,9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,intrigued,02-11-2020 04:34,video,travel,positive,45,,,,,,,,,,
14125,9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,intrigued,28-12-2020 23:21,video,travel,positive,45,,,,,,,,,,
14134,9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,intrigued,27-09-2020 13:16,video,travel,positive,45,,,,,,,,,,
14142,e1b4a0fe-5069-4765-8170-ef44ab8f102c,intrigued,25-04-2021 10:11,photo,tennis,positive,45,,,,,,,,,,
14153,e1b4a0fe-5069-4765-8170-ef44ab8f102c,intrigued,27-03-2021 08:24,photo,tennis,positive,45,,,,,,,,,,
14198,7c4f0389-01a5-4ea8-a643-83414441fe81,intrigued,11-01-2021 01:50,video,tennis,positive,45,,,,,,,,,,
14200,7c4f0389-01a5-4ea8-a643-83414441fe81,intrigued,13-12-2020 12:52,video,tennis,positive,45,,,,,,,,,,
14216,584211e8-3ca9-41a7-aeea-1d308bda53fd,intrigued,20-02-2021 12:04,photo,studying,positive,45,,,,,,,,,,
14222,584211e8-3ca9-41a7-aeea-1d308bda53fd,intrigued,02-10-2020 22:36,photo,studying,positive,45,,,,,,,,,,
14251,584211e8-3ca9-41a7-aeea-1d308bda53fd,intrigued,17-09-2020 22:12,photo,studying,positive,45,,,,,,,,,,
14266,d05568a5-a7bf-4235-9b63-1e2233adf9a8,intrigued,05-04-2021 22:38,photo,technology,positive,45,,,,,,,,,,
14279,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,intrigued,19-08-2020 03:45,video,animals,positive,45,,,,,,,,,,
14291,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,intrigued,30-03-2021 07:52,video,animals,positive,45,,,,,,,,,,
14312,f8119ef8-1f00-49e4-b468-86dd64042053,intrigued,18-11-2020 03:00,photo,culture,positive,45,,,,,,,,,,
14332,f8119ef8-1f00-49e4-b468-86dd64042053,intrigued,04-07-2020 05:34,photo,culture,positive,45,,,,,,,,,,
14345,f8119ef8-1f00-49e4-b468-86dd64042053,intrigued,17-01-2021 16:20,photo,culture,positive,45,,,,,,,,,,
14348,f8119ef8-1f00-49e4-b468-86dd64042053,intrigued,08-06-2021 08:24,photo,culture,positive,45,,,,,,,,,,
14385,632875ea-56de-4160-a76c-d1b3ae9e566f,intrigued,26-07-2020 09:52,GIF,public speaking,positive,45,,,,,,,,,,
14387,632875ea-56de-4160-a76c-d1b3ae9e566f,intrigued,29-08-2020 06:56,GIF,public speaking,positive,45,,,,,,,,,,
14394,632875ea-56de-4160-a76c-d1b3ae9e566f,intrigued,23-11-2020 07:01,GIF,public speaking,positive,45,,,,,,,,,,
14395,632875ea-56de-4160-a76c-d1b3ae9e566f,intrigued,22-01-2021 21:40,GIF,public speaking,positive,45,,,,,,,,,,
14399,632875ea-56de-4160-a76c-d1b3ae9e566f,intrigued,31-01-2021 08:15,GIF,public speaking,positive,45,,,,,,,,,,
14409,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,intrigued,13-01-2021 19:07,photo,cooking,positive,45,,,,,,,,,,
14411,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,intrigued,31-05-2021 09:17,photo,cooking,positive,45,,,,,,,,,,
14420,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,intrigued,26-02-2021 05:09,photo,cooking,positive,45,,,,,,,,,,
14423,f0eb58d4-5e4e-4dd6-bbd9-853492b2e45a,intrigued,18-09-2020 14:36,audio,tennis,positive,45,,,,,,,,,,
14432,1c6be4a3-85ae-48da-81ff-44262690af51,intrigued,07-05-2021 08:36,audio,education,positive,45,,,,,,,,,,
14438,1c6be4a3-85ae-48da-81ff-44262690af51,intrigued,30-07-2020 03:59,audio,education,positive,45,,,,,,,,,,
14445,1c6be4a3-85ae-48da-81ff-44262690af51,intrigued,24-12-2020 04:07,audio,education,positive,45,,,,,,,,,,
14446,1c6be4a3-85ae-48da-81ff-44262690af51,intrigued,14-05-2021 18:47,audio,education,positive,45,,,,,,,,,,
14463,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,intrigued,30-04-2021 15:14,video,animals,positive,45,,,,,,,,,,
14472,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,intrigued,05-01-2021 21:13,video,animals,positive,45,,,,,,,,,,
14509,73ef953a-5bda-4532-bcd5-85a2cb61b803,intrigued,08-02-2021 01:42,photo,studying,positive,45,,,,,,,,,,
14510,73ef953a-5bda-4532-bcd5-85a2cb61b803,intrigued,15-03-2021 08:56,photo,studying,positive,45,,,,,,,,,,
14517,73ef953a-5bda-4532-bcd5-85a2cb61b803,intrigued,28-12-2020 15:27,photo,studying,positive,45,,,,,,,,,,
14522,73ef953a-5bda-4532-bcd5-85a2cb61b803,intrigued,15-11-2020 19:22,photo,studying,positive,45,,,,,,,,,,
14547,a727ed7f-5684-4536-b543-8e8fc93f40b1,intrigued,24-08-2020 11:31,video,cooking,positive,45,,,,,,,,,,
14562,8fa19e64-72ab-4cff-bc92-b8a057395043,intrigued,17-03-2021 22:45,photo,food,positive,45,,,,,,,,,,
14563,8fa19e64-72ab-4cff-bc92-b8a057395043,intrigued,18-11-2020 05:20,photo,food,positive,45,,,,,,,,,,
14578,634a05ab-0751-45fa-a1b4-b4a9b8342f61,intrigued,14-07-2020 16:56,video,travel,positive,45,,,,,,,,,,
14594,fa337cb5-179a-4f92-a085-e6b3c60e2854,intrigued,03-08-2020 19:15,audio,food,positive,45,,,,,,,,,,
14619,46219a74-c2db-4479-a96a-d3ee54d1ea7f,intrigued,21-10-2020 05:08,GIF,soccer,positive,45,,,,,,,,,,
14643,1cd59d79-a2ca-4a99-92aa-2775117c4589,intrigued,17-06-2021 10:00,audio,science,positive,45,,,,,,,,,,
14676,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,intrigued,27-02-2021 22:43,photo,dogs,positive,45,,,,,,,,,,
14682,f6fed2d9-0e25-48b8-bb76-f7cb0667553a,intrigued,11-02-2021 18:04,audio,soccer,positive,45,,,,,,,,,,
14698,e949f4c9-81b0-44dd-8a69-0c233134bccd,intrigued,22-01-2021 07:09,audio,culture,positive,45,,,,,,,,,,
14712,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,intrigued,08-06-2021 17:46,photo,travel,positive,45,,,,,,,,,,
14720,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,intrigued,12-02-2021 23:49,photo,travel,positive,45,,,,,,,,,,
14737,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,intrigued,17-09-2020 15:43,photo,travel,positive,45,,,,,,,,,,
14750,1735c0ee-4834-4428-8e6c-014e8fd44bc5,intrigued,25-02-2021 11:00,video,technology,positive,45,,,,,,,,,,
14803,fdca8d15-966b-4825-8133-1fafc5c1f9fc,intrigued,26-06-2020 22:03,video,dogs,positive,45,,,,,,,,,,
14869,c39f187c-932b-4403-ba6f-e081b235dbd4,intrigued,30-05-2021 11:44,video,travel,positive,45,,,,,,,,,,
14870,c39f187c-932b-4403-ba6f-e081b235dbd4,intrigued,06-06-2021 13:38,video,travel,positive,45,,,,,,,,,,
14898,fc462e49-0f19-4601-9f92-a31c9542887c,intrigued,02-03-2021 14:23,GIF,education,positive,45,,,,,,,,,,
14902,fc462e49-0f19-4601-9f92-a31c9542887c,intrigued,11-01-2021 01:17,GIF,education,positive,45,,,,,,,,,,
14934,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,intrigued,01-12-2020 21:53,photo,technology,positive,45,,,,,,,,,,
14980,87958932-6baf-4339-b01b-6112d9b180ed,intrigued,25-01-2021 17:50,audio,culture,positive,45,,,,,,,,,,
14989,2f246c65-25f0-4144-b3f1-a180865b1766,intrigued,20-10-2020 03:25,video,technology,positive,45,,,,,,,,,,
14999,5403a041-447d-42c1-a9f2-3c525449b3b8,intrigued,28-01-2021 21:47,video,public speaking,positive,45,,,,,,,,,,
15005,5403a041-447d-42c1-a9f2-3c525449b3b8,intrigued,16-07-2020 03:32,video,public speaking,positive,45,,,,,,,,,,
15013,5403a041-447d-42c1-a9f2-3c525449b3b8,intrigued,09-06-2021 23:04,video,public speaking,positive,45,,,,,,,,,,
15030,5403a041-447d-42c1-a9f2-3c525449b3b8,intrigued,12-08-2020 09:13,video,public speaking,positive,45,,,,,,,,,,
15053,e57d3bd7-da38-492d-a87d-3a643f61fd9c,intrigued,11-03-2021 11:17,audio,education,positive,45,,,,,,,,,,
15126,b0cad7dc-6333-4160-8e7f-425182eb4e29,intrigued,10-08-2020 04:36,GIF,dogs,positive,45,,,,,,,,,,
15145,70047f87-af62-4674-bf30-a03c9ee9db09,intrigued,05-04-2021 14:40,video,food,positive,45,,,,,,,,,,
15149,70047f87-af62-4674-bf30-a03c9ee9db09,intrigued,05-06-2021 07:25,video,food,positive,45,,,,,,,,,,
15157,70047f87-af62-4674-bf30-a03c9ee9db09,intrigued,20-12-2020 23:52,video,food,positive,45,,,,,,,,,,
15162,70047f87-af62-4674-bf30-a03c9ee9db09,intrigued,01-11-2020 10:30,video,food,positive,45,,,,,,,,,,
15176,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,intrigued,10-06-2021 00:55,audio,healthy eating,positive,45,,,,,,,,,,
15184,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,intrigued,24-10-2020 01:16,audio,healthy eating,positive,45,,,,,,,,,,
15187,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,intrigued,06-06-2021 03:01,audio,healthy eating,positive,45,,,,,,,,,,
15205,b62831cc-7447-465b-9c58-1fc659b17310,intrigued,05-02-2021 06:09,audio,animals,positive,45,,,,,,,,,,
15210,b62831cc-7447-465b-9c58-1fc659b17310,intrigued,03-07-2020 22:25,audio,animals,positive,45,,,,,,,,,,
15257,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,intrigued,13-07-2020 17:04,photo,culture,positive,45,,,,,,,,,,
15265,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,intrigued,29-03-2021 11:39,photo,culture,positive,45,,,,,,,,,,
15273,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,intrigued,22-06-2020 21:17,photo,culture,positive,45,,,,,,,,,,
15283,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,intrigued,16-04-2021 17:59,photo,culture,positive,45,,,,,,,,,,
15293,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,intrigued,29-09-2020 13:18,photo,culture,positive,45,,,,,,,,,,
15302,b3c0379a-b71a-4f6f-9fde-ceb636739633,intrigued,20-07-2020 15:09,video,culture,positive,45,,,,,,,,,,
15320,b3c0379a-b71a-4f6f-9fde-ceb636739633,intrigued,04-01-2021 17:03,video,culture,positive,45,,,,,,,,,,
15342,00d0cdf9-5919-4102-bf84-ebde253c3cd2,intrigued,16-08-2020 09:24,audio,healthy eating,positive,45,,,,,,,,,,
15362,00d0cdf9-5919-4102-bf84-ebde253c3cd2,intrigued,06-09-2020 12:50,audio,healthy eating,positive,45,,,,,,,,,,
15368,00d0cdf9-5919-4102-bf84-ebde253c3cd2,intrigued,03-05-2021 06:09,audio,healthy eating,positive,45,,,,,,,,,,
15418,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,intrigued,09-07-2020 12:20,GIF,healthy eating,positive,45,,,,,,,,,,
15421,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,intrigued,02-05-2021 07:28,photo,animals,positive,45,,,,,,,,,,
15489,c2373565-f5f1-415f-9786-49ff558c7739,intrigued,03-12-2020 15:04,GIF,soccer,positive,45,,,,,,,,,,
15495,cc253c91-6df6-4de5-ab4e-6d1127620fd6,intrigued,21-04-2021 09:51,photo,science,positive,45,,,,,,,,,,
15506,cc253c91-6df6-4de5-ab4e-6d1127620fd6,intrigued,02-04-2021 18:38,photo,science,positive,45,,,,,,,,,,
15518,cc253c91-6df6-4de5-ab4e-6d1127620fd6,intrigued,08-10-2020 10:07,photo,science,positive,45,,,,,,,,,,
15545,b0fbee80-d1fe-4be5-9a32-47f61e395669,intrigued,10-04-2021 17:43,photo,dogs,positive,45,,,,,,,,,,
15557,0c6e8e2a-7692-4490-b545-f76b0d06697a,intrigued,13-01-2021 08:51,photo,animals,positive,45,,,,,,,,,,
15571,0c6e8e2a-7692-4490-b545-f76b0d06697a,intrigued,15-01-2021 13:29,photo,animals,positive,45,,,,,,,,,,
15582,0c6e8e2a-7692-4490-b545-f76b0d06697a,intrigued,24-12-2020 22:14,photo,animals,positive,45,,,,,,,,,,
15597,d539c60f-9967-44b0-a11e-26d5dfa43884,intrigued,20-11-2020 16:03,GIF,fitness,positive,45,,,,,,,,,,
15616,d539c60f-9967-44b0-a11e-26d5dfa43884,intrigued,25-06-2020 07:55,GIF,fitness,positive,45,,,,,,,,,,
15626,410c757b-918f-4c71-892b-2e6e7697bd86,intrigued,20-04-2021 02:05,video,travel,positive,45,,,,,,,,,,
15644,51577f6a-e29e-4ed2-93eb-e7bd4eda800a,intrigued,03-10-2020 01:45,photo,dogs,positive,45,,,,,,,,,,
15665,a52f38d8-1c2e-4adc-b451-01c49f650195,intrigued,13-11-2020 08:13,GIF,healthy eating,positive,45,,,,,,,,,,
15674,140a5163-66d8-4a11-8d4e-a670483bb852,intrigued,13-10-2020 09:36,photo,science,positive,45,,,,,,,,,,
15687,140a5163-66d8-4a11-8d4e-a670483bb852,intrigued,24-07-2020 02:55,photo,science,positive,45,,,,,,,,,,
15704,140a5163-66d8-4a11-8d4e-a670483bb852,intrigued,22-10-2020 10:56,photo,science,positive,45,,,,,,,,,,
15728,9c55917b-055c-4ae0-b044-cce9fb89bfa9,intrigued,19-01-2021 12:01,video,soccer,positive,45,,,,,,,,,,
15732,9c55917b-055c-4ae0-b044-cce9fb89bfa9,intrigued,02-03-2021 19:05,video,soccer,positive,45,,,,,,,,,,
15748,efda0319-e547-484a-84b5-c5041a57502c,intrigued,25-07-2020 05:34,photo,dogs,positive,45,,,,,,,,,,
15753,efda0319-e547-484a-84b5-c5041a57502c,intrigued,06-08-2020 03:48,photo,dogs,positive,45,,,,,,,,,,
15775,efda0319-e547-484a-84b5-c5041a57502c,intrigued,13-06-2021 18:15,photo,dogs,positive,45,,,,,,,,,,
15776,efda0319-e547-484a-84b5-c5041a57502c,intrigued,27-06-2020 11:19,photo,dogs,positive,45,,,,,,,,,,
15789,a881e5c8-4f16-4823-85a8-c595fe220385,intrigued,29-12-2020 09:21,video,soccer,positive,45,,,,,,,,,,
15793,a881e5c8-4f16-4823-85a8-c595fe220385,intrigued,14-09-2020 09:57,video,soccer,positive,45,,,,,,,,,,
15795,a881e5c8-4f16-4823-85a8-c595fe220385,intrigued,07-06-2021 02:21,video,soccer,positive,45,,,,,,,,,,
15798,520450a4-c852-4a4e-9383-30657dd07533,intrigued,02-07-2020 14:33,photo,public speaking,positive,45,,,,,,,,,,
15898,431c5aac-aa89-41e0-99e0-92d237ca9408,intrigued,03-07-2020 11:48,GIF,technology,positive,45,,,,,,,,,,
15967,bead7e6d-0e1f-489d-81b2-d006a67b5b33,intrigued,01-09-2020 20:32,GIF,science,positive,45,,,,,,,,,,
15969,bead7e6d-0e1f-489d-81b2-d006a67b5b33,intrigued,10-09-2020 20:33,GIF,science,positive,45,,,,,,,,,,
15979,bead7e6d-0e1f-489d-81b2-d006a67b5b33,intrigued,17-08-2020 13:56,GIF,science,positive,45,,,,,,,,,,
15996,9c8be342-6cff-4d80-bf94-fd0fd8ccd845,intrigued,26-02-2021 12:25,video,dogs,positive,45,,,,,,,,,,
15998,9c8be342-6cff-4d80-bf94-fd0fd8ccd845,intrigued,06-04-2021 11:13,video,dogs,positive,45,,,,,,,,,,
16014,9c8be342-6cff-4d80-bf94-fd0fd8ccd845,intrigued,11-07-2020 04:36,video,dogs,positive,45,,,,,,,,,,
16025,9c8be342-6cff-4d80-bf94-fd0fd8ccd845,intrigued,12-04-2021 16:54,video,dogs,positive,45,,,,,,,,,,
16106,d624685f-99a7-4aee-902b-283f5cf85ada,intrigued,29-03-2021 06:05,photo,studying,positive,45,,,,,,,,,,
16107,d624685f-99a7-4aee-902b-283f5cf85ada,intrigued,30-05-2021 12:01,photo,studying,positive,45,,,,,,,,,,
16109,d624685f-99a7-4aee-902b-283f5cf85ada,intrigued,22-04-2021 06:49,photo,studying,positive,45,,,,,,,,,,
16118,d624685f-99a7-4aee-902b-283f5cf85ada,intrigued,13-11-2020 06:35,photo,studying,positive,45,,,,,,,,,,
16121,d624685f-99a7-4aee-902b-283f5cf85ada,intrigued,20-06-2020 04:01,photo,studying,positive,45,,,,,,,,,,
16123,d624685f-99a7-4aee-902b-283f5cf85ada,intrigued,28-07-2020 13:00,photo,studying,positive,45,,,,,,,,,,
16163,84a81261-6334-4ba5-978d-26a45d28a44f,intrigued,02-02-2021 06:00,audio,animals,positive,45,,,,,,,,,,
16168,84a81261-6334-4ba5-978d-26a45d28a44f,intrigued,09-06-2021 21:47,audio,animals,positive,45,,,,,,,,,,
16192,595037a5-5e9a-42f6-8f50-a55827dc41ac,intrigued,05-06-2021 07:38,video,animals,positive,45,,,,,,,,,,
16209,22cdf77b-00c8-41c3-ad59-333c3e751e2c,intrigued,07-01-2021 05:53,audio,fitness,positive,45,,,,,,,,,,
16240,e1792fe6-28e0-49fc-8b01-0e027461d8b5,intrigued,15-11-2020 03:55,GIF,technology,positive,45,,,,,,,,,,
